funcid,dim,milestone,error
10,30,1,7.747547e+03
10,30,2,7.575551e+03
10,30,3,6.077903e+03
10,30,5,4.358163e+03
10,30,10,3.606549e+03
10,30,20,3.574398e+03
10,30,30,3.574385e+03
10,30,40,3.574385e+03
10,30,50,3.574385e+03
10,30,60,3.574385e+03
10,30,70,3.574385e+03
10,30,80,3.574385e+03
10,30,90,3.574385e+03
10,30,100,3.574385e+03
10,30,1,8.397276e+03
10,30,2,8.397276e+03
10,30,3,8.397276e+03
10,30,5,8.387262e+03
10,30,10,5.215012e+03
10,30,20,4.574861e+03
10,30,30,4.349217e+03
10,30,40,4.270003e+03
10,30,50,4.254768e+03
10,30,60,4.219360e+03
10,30,70,4.214288e+03
10,30,80,4.200386e+03
10,30,90,4.187842e+03
10,30,100,4.187842e+03
10,30,1,8.720606e+03
10,30,2,8.533306e+03
10,30,3,5.923754e+03
10,30,5,4.902930e+03
10,30,10,4.310997e+03
10,30,20,4.243895e+03
10,30,30,4.243895e+03
10,30,40,4.243891e+03
10,30,50,4.243885e+03
10,30,60,4.243885e+03
10,30,70,4.243885e+03
10,30,80,4.243885e+03
10,30,90,4.243885e+03
10,30,100,4.243885e+03
10,30,1,7.787734e+03
10,30,2,7.095906e+03
10,30,3,5.423255e+03
10,30,5,4.822034e+03
10,30,10,4.449168e+03
10,30,20,4.221733e+03
10,30,30,4.177804e+03
10,30,40,4.067112e+03
10,30,50,4.017106e+03
10,30,60,4.012717e+03
10,30,70,4.006312e+03
10,30,80,4.005169e+03
10,30,90,4.001893e+03
10,30,100,3.995363e+03
10,30,1,8.422789e+03
10,30,2,7.834411e+03
10,30,3,6.462346e+03
10,30,5,5.967254e+03
10,30,10,5.133798e+03
10,30,20,4.644159e+03
10,30,30,4.458808e+03
10,30,40,4.342629e+03
10,30,50,4.338923e+03
10,30,60,4.300005e+03
10,30,70,4.280149e+03
10,30,80,4.262373e+03
10,30,90,4.243236e+03
10,30,100,4.238939e+03
10,30,1,6.909241e+03
10,30,2,5.568253e+03
10,30,3,5.392186e+03
10,30,5,5.159043e+03
10,30,10,4.918135e+03
10,30,20,4.815436e+03
10,30,30,4.800395e+03
10,30,40,4.796509e+03
10,30,50,4.787019e+03
10,30,60,4.784262e+03
10,30,70,4.783837e+03
10,30,80,4.773395e+03
10,30,90,4.768926e+03
10,30,100,4.766086e+03
10,30,1,7.846531e+03
10,30,2,7.523534e+03
10,30,3,5.658478e+03
10,30,5,5.382131e+03
10,30,10,4.973285e+03
10,30,20,4.697208e+03
10,30,30,4.539642e+03
10,30,40,4.410357e+03
10,30,50,4.299377e+03
10,30,60,4.255442e+03
10,30,70,4.218855e+03
10,30,80,4.170321e+03
10,30,90,4.143098e+03
10,30,100,4.135530e+03
10,30,1,8.875297e+03
10,30,2,8.393541e+03
10,30,3,6.887207e+03
10,30,5,5.729671e+03
10,30,10,5.222858e+03
10,30,20,4.776547e+03
10,30,30,4.725370e+03
10,30,40,4.712455e+03
10,30,50,4.705074e+03
10,30,60,4.700120e+03
10,30,70,4.696855e+03
10,30,80,4.694545e+03
10,30,90,4.689267e+03
10,30,100,4.686710e+03
10,30,1,7.773085e+03
10,30,2,7.535305e+03
10,30,3,6.523116e+03
10,30,5,5.010808e+03
10,30,10,3.844515e+03
10,30,20,3.660914e+03
10,30,30,3.628707e+03
10,30,40,3.617983e+03
10,30,50,3.617706e+03
10,30,60,3.617706e+03
10,30,70,3.616930e+03
10,30,80,3.605225e+03
10,30,90,3.598339e+03
10,30,100,3.585725e+03
10,30,1,8.498056e+03
10,30,2,8.498056e+03
10,30,3,8.498056e+03
10,30,5,7.562729e+03
10,30,10,6.338555e+03
10,30,20,5.604149e+03
10,30,30,5.478712e+03
10,30,40,5.394818e+03
10,30,50,5.376788e+03
10,30,60,5.362593e+03
10,30,70,5.334840e+03
10,30,80,5.329483e+03
10,30,90,5.329063e+03
10,30,100,5.324651e+03
