funcid,dim,milestone,error
24,10,1,4.050421e+02
24,10,2,3.926557e+02
24,10,3,3.911873e+02
24,10,5,3.889116e+02
24,10,10,3.504258e+02
24,10,20,3.504051e+02
24,10,30,3.504051e+02
24,10,40,3.504051e+02
24,10,50,3.504051e+02
24,10,60,3.504051e+02
24,10,70,3.504051e+02
24,10,80,3.504051e+02
24,10,90,3.504051e+02
24,10,100,3.504051e+02
24,10,1,3.783030e+02
24,10,2,3.783030e+02
24,10,3,3.783030e+02
24,10,5,3.761255e+02
24,10,10,3.424773e+02
24,10,20,3.417577e+02
24,10,30,3.218906e+02
24,10,40,3.218906e+02
24,10,50,3.139714e+02
24,10,60,1.673069e+02
24,10,70,1.254961e+02
24,10,80,9.649727e+01
24,10,90,9.648994e+01
24,10,100,9.648994e+01
24,10,1,4.490591e+02
24,10,2,4.119906e+02
24,10,3,4.021259e+02
24,10,5,4.008041e+02
24,10,10,3.713598e+02
24,10,20,3.713324e+02
24,10,30,3.713323e+02
24,10,40,3.713323e+02
24,10,50,3.713323e+02
24,10,60,3.713323e+02
24,10,70,3.713323e+02
24,10,80,3.713323e+02
24,10,90,3.713323e+02
24,10,100,3.713323e+02
24,10,1,4.688996e+02
24,10,2,4.477555e+02
24,10,3,4.383771e+02
24,10,5,4.363825e+02
24,10,10,3.971811e+02
24,10,20,3.971306e+02
24,10,30,3.971306e+02
24,10,40,3.971306e+02
24,10,50,3.971306e+02
24,10,60,3.971305e+02
24,10,70,3.971305e+02
24,10,80,3.971305e+02
24,10,90,3.971305e+02
24,10,100,3.971305e+02
24,10,1,4.179533e+02
24,10,2,3.708319e+02
24,10,3,3.611801e+02
24,10,5,3.605944e+02
24,10,10,3.502287e+02
24,10,20,3.502254e+02
24,10,30,3.502253e+02
24,10,40,3.502253e+02
24,10,50,3.502253e+02
24,10,60,3.502253e+02
24,10,70,3.502253e+02
24,10,80,3.502253e+02
24,10,90,3.502253e+02
24,10,100,3.502253e+02
24,10,1,4.076317e+02
24,10,2,3.854265e+02
24,10,3,3.803292e+02
24,10,5,3.777420e+02
24,10,10,3.512937e+02
24,10,20,3.508015e+02
24,10,30,3.508015e+02
24,10,40,3.508015e+02
24,10,50,3.508015e+02
24,10,60,3.508015e+02
24,10,70,3.508015e+02
24,10,80,3.508015e+02
24,10,90,3.508015e+02
24,10,100,3.508015e+02
24,10,1,4.063607e+02
24,10,2,3.987586e+02
24,10,3,3.867515e+02
24,10,5,3.865494e+02
24,10,10,3.599003e+02
24,10,20,3.598331e+02
24,10,30,3.598331e+02
24,10,40,3.598331e+02
24,10,50,3.598331e+02
24,10,60,3.598331e+02
24,10,70,3.598331e+02
24,10,80,3.598331e+02
24,10,90,3.598331e+02
24,10,100,3.598331e+02
24,10,1,4.150118e+02
24,10,2,4.078108e+02
24,10,3,4.057071e+02
24,10,5,4.045463e+02
24,10,10,3.782040e+02
24,10,20,3.782026e+02
24,10,30,3.782026e+02
24,10,40,3.782026e+02
24,10,50,3.782026e+02
24,10,60,3.782026e+02
24,10,70,3.782026e+02
24,10,80,3.782026e+02
24,10,90,3.782026e+02
24,10,100,3.782026e+02
24,10,1,3.935416e+02
24,10,2,3.627261e+02
24,10,3,3.540813e+02
24,10,5,3.535097e+02
24,10,10,3.424104e+02
24,10,20,3.424062e+02
24,10,30,3.424062e+02
24,10,40,3.424062e+02
24,10,50,3.424062e+02
24,10,60,3.424062e+02
24,10,70,3.424062e+02
24,10,80,3.424062e+02
24,10,90,3.424062e+02
24,10,100,3.424062e+02
24,10,1,4.078545e+02
24,10,2,3.737376e+02
24,10,3,3.724787e+02
24,10,5,3.709671e+02
24,10,10,3.547548e+02
24,10,20,3.546116e+02
24,10,30,3.546116e+02
24,10,40,3.546116e+02
24,10,50,3.546116e+02
24,10,60,3.546116e+02
24,10,70,3.546116e+02
24,10,80,3.546116e+02
24,10,90,3.546116e+02
24,10,100,3.546116e+02
