funcid,dim,milestone,error
21,30,1,4.728239e+02
21,30,2,4.728239e+02
21,30,3,4.695689e+02
21,30,5,3.760078e+02
21,30,10,3.216028e+02
21,30,20,3.196371e+02
21,30,30,3.195895e+02
21,30,40,3.195374e+02
21,30,50,3.194735e+02
21,30,60,3.193380e+02
21,30,70,3.190221e+02
21,30,80,3.182470e+02
21,30,90,3.161030e+02
21,30,100,3.136889e+02
21,30,1,5.196417e+02
21,30,2,5.196417e+02
21,30,3,3.776655e+02
21,30,5,3.433772e+02
21,30,10,3.242489e+02
21,30,20,3.216108e+02
21,30,30,3.179644e+02
21,30,40,3.148731e+02
21,30,50,3.128051e+02
21,30,60,3.119130e+02
21,30,70,3.115935e+02
21,30,80,3.114956e+02
21,30,90,3.114425e+02
21,30,100,3.114196e+02
21,30,1,4.450524e+02
21,30,2,4.418809e+02
21,30,3,3.813296e+02
21,30,5,3.572593e+02
21,30,10,3.275392e+02
21,30,20,3.220975e+02
21,30,30,3.209445e+02
21,30,40,3.204216e+02
21,30,50,3.201960e+02
21,30,60,3.200174e+02
21,30,70,3.199428e+02
21,30,80,3.198235e+02
21,30,90,3.197121e+02
21,30,100,3.196281e+02
21,30,1,4.607614e+02
21,30,2,3.682275e+02
21,30,3,3.427050e+02
21,30,5,3.180627e+02
21,30,10,3.094460e+02
21,30,20,3.043977e+02
21,30,30,3.004432e+02
21,30,40,2.980260e+02
21,30,50,2.969593e+02
21,30,60,2.965554e+02
21,30,70,2.963328e+02
21,30,80,2.961814e+02
21,30,90,2.959784e+02
21,30,100,2.958716e+02
21,30,1,4.432692e+02
21,30,2,4.399396e+02
21,30,3,3.582684e+02
21,30,5,3.122389e+02
21,30,10,2.820866e+02
21,30,20,2.799237e+02
21,30,30,2.788280e+02
21,30,40,2.783068e+02
21,30,50,2.780935e+02
21,30,60,2.779949e+02
21,30,70,2.779303e+02
21,30,80,2.779058e+02
21,30,90,2.779005e+02
21,30,100,2.778933e+02
21,30,1,4.422361e+02
21,30,2,4.272506e+02
21,30,3,3.612525e+02
21,30,5,3.318901e+02
21,30,10,3.166209e+02
21,30,20,3.040149e+02
21,30,30,3.035014e+02
21,30,40,3.031021e+02
21,30,50,3.026075e+02
21,30,60,3.020941e+02
21,30,70,3.016933e+02
21,30,80,3.011393e+02
21,30,90,3.007176e+02
21,30,100,3.003572e+02
21,30,1,4.465331e+02
21,30,2,3.725088e+02
21,30,3,3.615199e+02
21,30,5,3.251145e+02
21,30,10,2.998485e+02
21,30,20,2.972337e+02
21,30,30,2.968909e+02
21,30,40,2.967325e+02
21,30,50,2.966787e+02
21,30,60,2.966608e+02
21,30,70,2.966395e+02
21,30,80,2.966269e+02
21,30,90,2.966203e+02
21,30,100,2.966127e+02
21,30,1,5.009008e+02
21,30,2,4.978943e+02
21,30,3,4.122355e+02
21,30,5,3.624999e+02
21,30,10,3.374471e+02
21,30,20,3.329040e+02
21,30,30,3.291536e+02
21,30,40,3.266818e+02
21,30,50,3.257280e+02
21,30,60,3.254493e+02
21,30,70,3.253238e+02
21,30,80,3.252617e+02
21,30,90,3.252043e+02
21,30,100,3.251796e+02
21,30,1,5.289412e+02
21,30,2,5.281100e+02
21,30,3,4.158177e+02
21,30,5,3.800653e+02
21,30,10,3.643027e+02
21,30,20,3.639414e+02
21,30,30,3.636157e+02
21,30,40,3.633498e+02
21,30,50,3.631136e+02
21,30,60,3.628909e+02
21,30,70,3.625938e+02
21,30,80,3.623622e+02
21,30,90,3.621663e+02
21,30,100,3.619187e+02
21,30,1,4.779525e+02
21,30,2,4.779525e+02
21,30,3,4.779525e+02
21,30,5,4.721877e+02
21,30,10,3.264682e+02
21,30,20,3.245819e+02
21,30,30,3.245722e+02
21,30,40,3.245557e+02
21,30,50,3.245403e+02
21,30,60,3.245283e+02
21,30,70,3.245204e+02
21,30,80,3.245181e+02
21,30,90,3.245115e+02
21,30,100,3.245057e+02
