funcid,dim,milestone,error
13,30,1,1.656071e+09
13,30,2,1.629747e+09
13,30,3,1.037772e+07
13,30,5,1.478516e+05
13,30,10,8.209016e+04
13,30,20,8.192865e+04
13,30,30,8.163442e+04
13,30,40,8.137063e+04
13,30,50,8.105319e+04
13,30,60,8.013864e+04
13,30,70,7.997101e+04
13,30,80,7.969302e+04
13,30,90,7.910587e+04
13,30,100,7.880513e+04
13,30,1,2.350766e+08
13,30,2,2.296178e+08
13,30,3,5.894137e+05
13,30,5,5.023227e+04
13,30,10,4.977870e+04
13,30,20,4.969783e+04
13,30,30,4.962920e+04
13,30,40,4.954937e+04
13,30,50,4.950138e+04
13,30,60,4.932338e+04
13,30,70,4.921761e+04
13,30,80,4.914045e+04
13,30,90,4.896174e+04
13,30,100,4.883502e+04
13,30,1,2.732867e+08
13,30,2,1.643904e+06
13,30,3,1.431122e+06
13,30,5,2.391922e+04
13,30,10,2.386132e+04
13,30,20,2.375772e+04
13,30,30,2.365182e+04
13,30,40,2.359355e+04
13,30,50,2.354338e+04
13,30,60,2.347834e+04
13,30,70,2.340364e+04
13,30,80,2.333436e+04
13,30,90,2.327147e+04
13,30,100,2.324021e+04
13,30,1,5.042260e+08
13,30,2,1.035562e+06
13,30,3,1.035562e+06
13,30,5,1.597093e+04
13,30,10,1.572683e+04
13,30,20,1.570034e+04
13,30,30,1.565907e+04
13,30,40,1.564894e+04
13,30,50,1.560931e+04
13,30,60,1.554964e+04
13,30,70,1.553977e+04
13,30,80,1.551431e+04
13,30,90,1.540153e+04
13,30,100,1.535813e+04
13,30,1,1.387112e+09
13,30,2,1.208196e+09
13,30,3,5.770742e+06
13,30,5,5.684695e+04
13,30,10,2.085559e+04
13,30,20,2.082658e+04
13,30,30,2.078760e+04
13,30,40,2.075214e+04
13,30,50,2.071658e+04
13,30,60,2.068987e+04
13,30,70,2.062767e+04
13,30,80,2.060380e+04
13,30,90,2.054305e+04
13,30,100,2.051047e+04
13,30,1,2.480111e+09
13,30,2,1.060688e+07
13,30,3,1.060688e+07
13,30,5,1.651137e+05
13,30,10,1.970280e+04
13,30,20,1.963289e+04
13,30,30,1.960878e+04
13,30,40,1.955769e+04
13,30,50,1.946141e+04
13,30,60,1.938029e+04
13,30,70,1.937885e+04
13,30,80,1.937885e+04
13,30,90,1.936562e+04
13,30,100,1.932090e+04
13,30,1,2.975144e+08
13,30,2,6.849355e+05
13,30,3,6.849355e+05
13,30,5,1.968515e+04
13,30,10,1.953323e+04
13,30,20,1.952237e+04
13,30,30,1.949174e+04
13,30,40,1.946183e+04
13,30,50,1.944479e+04
13,30,60,1.944479e+04
13,30,70,1.943267e+04
13,30,80,1.938829e+04
13,30,90,1.936019e+04
13,30,100,1.933911e+04
13,30,1,1.148638e+09
13,30,2,1.130110e+09
13,30,3,9.192581e+06
13,30,5,7.236767e+04
13,30,10,1.312135e+04
13,30,20,1.311671e+04
13,30,30,1.310997e+04
13,30,40,1.309436e+04
13,30,50,1.309286e+04
13,30,60,1.307521e+04
13,30,70,1.306934e+04
13,30,80,1.306760e+04
13,30,90,1.306240e+04
13,30,100,1.305084e+04
13,30,1,4.058483e+08
13,30,2,2.936120e+08
13,30,3,1.040922e+06
13,30,5,4.024558e+04
13,30,10,4.015090e+04
13,30,20,4.009436e+04
13,30,30,3.988787e+04
13,30,40,3.959992e+04
13,30,50,3.951193e+04
13,30,60,3.940105e+04
13,30,70,3.928541e+04
13,30,80,3.918002e+04
13,30,90,3.903238e+04
13,30,100,3.890010e+04
13,30,1,4.079360e+08
13,30,2,4.035243e+08
13,30,3,1.737535e+06
13,30,5,1.314560e+04
13,30,10,1.308488e+04
13,30,20,1.306626e+04
13,30,30,1.304732e+04
13,30,40,1.303226e+04
13,30,50,1.301660e+04
13,30,60,1.299410e+04
13,30,70,1.296892e+04
13,30,80,1.294381e+04
13,30,90,1.293985e+04
13,30,100,1.291629e+04
