funcid,dim,milestone,error
19,10,1,2.288681e+05
19,10,2,2.002401e+04
19,10,3,2.002401e+04
19,10,5,1.962405e+04
19,10,10,4.605863e+03
19,10,20,4.605863e+03
19,10,30,4.605863e+03
19,10,40,2.058255e+03
19,10,50,2.058255e+03
19,10,60,2.058255e+03
19,10,70,2.058255e+03
19,10,80,2.058255e+03
19,10,90,2.058255e+03
19,10,100,2.058255e+03
19,10,1,4.620804e+04
19,10,2,2.447022e+04
19,10,3,2.338409e+04
19,10,5,1.819088e+04
19,10,10,1.819088e+04
19,10,20,1.819088e+04
19,10,30,1.819088e+04
19,10,40,1.800684e+04
19,10,50,1.661817e+04
19,10,60,1.539692e+04
19,10,70,1.418490e+04
19,10,80,1.370543e+04
19,10,90,1.185002e+04
19,10,100,1.140234e+04
19,10,1,1.018400e+04
19,10,2,5.932034e+03
19,10,3,5.932034e+03
19,10,5,5.932034e+03
19,10,10,5.932034e+03
19,10,20,5.323387e+03
19,10,30,5.323387e+03
19,10,40,5.323387e+03
19,10,50,5.323387e+03
19,10,60,5.323387e+03
19,10,70,5.323387e+03
19,10,80,5.323387e+03
19,10,90,5.323387e+03
19,10,100,5.323387e+03
19,10,1,2.450680e+05
19,10,2,2.319965e+04
19,10,3,2.173918e+04
19,10,5,2.173918e+04
19,10,10,1.158177e+04
19,10,20,1.158177e+04
19,10,30,1.158177e+04
19,10,40,1.158177e+04
19,10,50,1.158177e+04
19,10,60,1.158177e+04
19,10,70,1.158177e+04
19,10,80,1.158177e+04
19,10,90,1.158177e+04
19,10,100,1.158177e+04
19,10,1,8.194462e+04
19,10,2,1.880231e+04
19,10,3,1.768563e+04
19,10,5,1.767385e+04
19,10,10,1.564831e+04
19,10,20,1.531219e+04
19,10,30,1.531219e+04
19,10,40,6.000117e+03
19,10,50,6.000117e+03
19,10,60,6.000117e+03
19,10,70,1.855204e+03
19,10,80,1.855204e+03
19,10,90,1.855204e+03
19,10,100,1.855204e+03
19,10,1,5.058136e+04
19,10,2,1.150638e+04
19,10,3,9.812631e+03
19,10,5,9.812631e+03
19,10,10,7.565273e+03
19,10,20,7.565273e+03
19,10,30,7.346022e+03
19,10,40,7.346022e+03
19,10,50,7.346022e+03
19,10,60,7.346022e+03
19,10,70,4.396271e+03
19,10,80,4.396271e+03
19,10,90,4.396271e+03
19,10,100,4.396271e+03
19,10,1,3.787055e+04
19,10,2,7.626418e+03
19,10,3,7.343766e+03
19,10,5,7.307754e+03
19,10,10,7.307754e+03
19,10,20,7.188653e+03
19,10,30,7.188653e+03
19,10,40,6.488154e+03
19,10,50,6.488154e+03
19,10,60,6.488154e+03
19,10,70,6.488154e+03
19,10,80,4.145331e+03
19,10,90,4.145331e+03
19,10,100,4.145331e+03
19,10,1,3.846824e+05
19,10,2,3.608073e+04
19,10,3,2.892272e+04
19,10,5,2.876970e+04
19,10,10,2.790182e+04
19,10,20,2.106979e+04
19,10,30,1.943931e+04
19,10,40,1.922256e+04
19,10,50,1.830751e+04
19,10,60,1.648714e+04
19,10,70,1.512009e+04
19,10,80,1.437208e+04
19,10,90,1.308081e+04
19,10,100,1.126803e+04
19,10,1,3.121446e+04
19,10,2,3.121446e+04
19,10,3,3.121446e+04
19,10,5,3.029399e+04
19,10,10,2.742079e+04
19,10,20,2.454915e+04
19,10,30,2.079898e+04
19,10,40,2.079898e+04
19,10,50,9.540981e+03
19,10,60,5.645611e+03
19,10,70,5.645611e+03
19,10,80,5.645611e+03
19,10,90,5.645611e+03
19,10,100,5.645611e+03
19,10,1,8.728823e+04
19,10,2,7.815873e+03
19,10,3,7.208101e+03
19,10,5,7.208101e+03
19,10,10,7.208101e+03
19,10,20,6.458481e+03
19,10,30,6.458481e+03
19,10,40,6.458481e+03
19,10,50,6.458481e+03
19,10,60,6.458481e+03
19,10,70,6.446380e+03
19,10,80,6.446380e+03
19,10,90,5.196838e+03
19,10,100,5.196838e+03
