funcid,dim,milestone,error
26,30,1,5.442765e+03
26,30,2,4.799324e+03
26,30,3,4.398127e+03
26,30,5,4.078582e+03
26,30,10,4.026722e+03
26,30,20,4.015559e+03
26,30,30,4.007484e+03
26,30,40,3.998859e+03
26,30,50,3.990724e+03
26,30,60,3.979857e+03
26,30,70,3.975254e+03
26,30,80,3.969246e+03
26,30,90,3.966305e+03
26,30,100,3.962763e+03
26,30,1,5.411597e+03
26,30,2,4.753683e+03
26,30,3,4.752310e+03
26,30,5,4.126635e+03
26,30,10,3.848426e+03
26,30,20,3.755835e+03
26,30,30,3.753370e+03
26,30,40,3.753134e+03
26,30,50,3.753134e+03
26,30,60,3.753134e+03
26,30,70,3.753134e+03
26,30,80,3.753134e+03
26,30,90,3.753134e+03
26,30,100,3.753134e+03
26,30,1,5.288953e+03
26,30,2,4.589872e+03
26,30,3,4.258473e+03
26,30,5,4.026991e+03
26,30,10,3.988113e+03
26,30,20,3.973308e+03
26,30,30,3.970008e+03
26,30,40,3.966099e+03
26,30,50,3.961813e+03
26,30,60,3.958244e+03
26,30,70,3.953164e+03
26,30,80,3.948630e+03
26,30,90,3.942590e+03
26,30,100,3.936352e+03
26,30,1,5.586244e+03
26,30,2,5.087014e+03
26,30,3,4.831738e+03
26,30,5,4.629232e+03
26,30,10,4.461920e+03
26,30,20,4.394707e+03
26,30,30,4.376417e+03
26,30,40,4.371567e+03
26,30,50,4.364976e+03
26,30,60,4.360445e+03
26,30,70,4.357353e+03
26,30,80,4.356649e+03
26,30,90,4.356529e+03
26,30,100,4.355810e+03
26,30,1,5.453764e+03
26,30,2,5.070928e+03
26,30,3,4.666565e+03
26,30,5,4.369497e+03
26,30,10,4.195051e+03
26,30,20,4.191625e+03
26,30,30,4.191469e+03
26,30,40,4.190982e+03
26,30,50,4.190982e+03
26,30,60,4.190982e+03
26,30,70,4.190982e+03
26,30,80,4.190982e+03
26,30,90,4.190982e+03
26,30,100,4.190982e+03
26,30,1,5.351007e+03
26,30,2,4.601866e+03
26,30,3,4.508310e+03
26,30,5,4.234221e+03
26,30,10,4.068990e+03
26,30,20,4.049695e+03
26,30,30,4.046748e+03
26,30,40,4.046748e+03
26,30,50,4.046748e+03
26,30,60,4.046748e+03
26,30,70,4.046748e+03
26,30,80,4.046748e+03
26,30,90,4.046748e+03
26,30,100,4.046748e+03
26,30,1,5.848787e+03
26,30,2,5.198060e+03
26,30,3,5.097003e+03
26,30,5,4.932160e+03
26,30,10,4.863895e+03
26,30,20,4.861057e+03
26,30,30,4.861057e+03
26,30,40,4.861057e+03
26,30,50,4.861057e+03
26,30,60,4.861057e+03
26,30,70,4.861057e+03
26,30,80,4.861057e+03
26,30,90,4.860973e+03
26,30,100,4.860973e+03
26,30,1,5.778660e+03
26,30,2,5.031202e+03
26,30,3,4.700892e+03
26,30,5,4.472746e+03
26,30,10,4.306749e+03
26,30,20,4.285742e+03
26,30,30,4.285022e+03
26,30,40,4.285022e+03
26,30,50,4.285022e+03
26,30,60,4.284836e+03
26,30,70,4.284603e+03
26,30,80,4.284198e+03
26,30,90,4.284198e+03
26,30,100,4.284198e+03
26,30,1,5.854327e+03
26,30,2,5.431038e+03
26,30,3,5.105457e+03
26,30,5,4.896496e+03
26,30,10,4.834625e+03
26,30,20,4.823985e+03
26,30,30,4.818918e+03
26,30,40,4.812164e+03
26,30,50,4.811993e+03
26,30,60,4.810976e+03
26,30,70,4.810717e+03
26,30,80,4.810717e+03
26,30,90,4.810714e+03
26,30,100,4.809751e+03
26,30,1,5.250638e+03
26,30,2,4.933296e+03
26,30,3,4.157306e+03
26,30,5,3.905862e+03
26,30,10,3.879561e+03
26,30,20,3.872426e+03
26,30,30,3.867230e+03
26,30,40,3.862985e+03
26,30,50,3.856899e+03
26,30,60,3.852276e+03
26,30,70,3.847395e+03
26,30,80,3.844476e+03
26,30,90,3.840399e+03
26,30,100,3.838394e+03
