funcid,dim,milestone,error
14,10,1,3.198265e+03
14,10,2,1.332952e+03
14,10,3,7.770000e+02
14,10,5,4.144871e+02
14,10,10,4.144871e+02
14,10,20,2.307788e+02
14,10,30,2.162189e+02
14,10,40,9.546413e+01
14,10,50,5.830209e+01
14,10,60,5.264511e+01
14,10,70,5.221641e+01
14,10,80,5.221641e+01
14,10,90,5.221641e+01
14,10,100,5.221641e+01
14,10,1,6.948694e+03
14,10,2,2.166115e+03
14,10,3,1.408852e+03
14,10,5,1.408852e+03
14,10,10,1.217247e+03
14,10,20,1.414058e+02
14,10,30,1.414058e+02
14,10,40,1.414058e+02
14,10,50,9.455141e+01
14,10,60,8.185079e+01
14,10,70,7.572871e+01
14,10,80,7.572871e+01
14,10,90,7.572871e+01
14,10,100,5.858777e+01
14,10,1,2.080421e+05
14,10,2,2.088558e+02
14,10,3,9.580621e+01
14,10,5,9.580621e+01
14,10,10,9.580621e+01
14,10,20,9.580621e+01
14,10,30,9.580621e+01
14,10,40,9.580621e+01
14,10,50,9.580621e+01
14,10,60,9.580621e+01
14,10,70,9.580621e+01
14,10,80,9.580621e+01
14,10,90,9.580621e+01
14,10,100,9.580621e+01
14,10,1,2.016007e+04
14,10,2,2.947846e+02
14,10,3,1.334850e+02
14,10,5,1.131619e+02
14,10,10,1.131619e+02
14,10,20,1.131619e+02
14,10,30,1.131619e+02
14,10,40,7.129487e+01
14,10,50,5.786658e+01
14,10,60,5.786658e+01
14,10,70,5.786658e+01
14,10,80,5.786658e+01
14,10,90,5.786658e+01
14,10,100,5.786658e+01
14,10,1,7.886535e+03
14,10,2,1.770315e+02
14,10,3,1.058367e+02
14,10,5,1.058367e+02
14,10,10,1.058367e+02
14,10,20,6.979576e+01
14,10,30,6.935552e+01
14,10,40,5.531663e+01
14,10,50,5.531663e+01
14,10,60,5.531663e+01
14,10,70,5.531663e+01
14,10,80,5.531663e+01
14,10,90,5.531663e+01
14,10,100,5.531663e+01
14,10,1,2.048482e+04
14,10,2,3.437918e+02
14,10,3,3.437918e+02
14,10,5,3.437918e+02
14,10,10,3.437918e+02
14,10,20,1.347427e+02
14,10,30,7.611393e+01
14,10,40,7.611393e+01
14,10,50,7.611393e+01
14,10,60,7.611393e+01
14,10,70,6.952569e+01
14,10,80,6.952569e+01
14,10,90,6.769173e+01
14,10,100,6.161875e+01
14,10,1,2.408764e+04
14,10,2,1.914452e+02
14,10,3,1.914452e+02
14,10,5,1.914452e+02
14,10,10,1.577448e+02
14,10,20,1.403621e+02
14,10,30,1.178023e+02
14,10,40,1.178023e+02
14,10,50,8.867612e+01
14,10,60,8.867612e+01
14,10,70,8.867612e+01
14,10,80,8.867612e+01
14,10,90,8.867612e+01
14,10,100,7.005677e+01
14,10,1,2.067429e+04
14,10,2,1.854888e+03
14,10,3,1.817758e+03
14,10,5,1.719727e+03
14,10,10,6.470688e+02
14,10,20,5.618343e+02
14,10,30,3.126750e+02
14,10,40,1.388344e+02
14,10,50,1.131635e+02
14,10,60,1.131635e+02
14,10,70,8.424472e+01
14,10,80,8.161192e+01
14,10,90,7.721161e+01
14,10,100,7.721161e+01
14,10,1,1.048353e+04
14,10,2,2.374297e+02
14,10,3,1.915045e+02
14,10,5,1.915045e+02
14,10,10,1.428591e+02
14,10,20,8.645343e+01
14,10,30,7.702505e+01
14,10,40,6.323011e+01
14,10,50,6.323011e+01
14,10,60,6.323011e+01
14,10,70,6.323011e+01
14,10,80,5.971705e+01
14,10,90,5.971705e+01
14,10,100,5.971705e+01
14,10,1,3.161901e+03
14,10,2,5.567514e+02
14,10,3,4.246945e+02
14,10,5,4.129207e+02
14,10,10,2.638485e+02
14,10,20,2.536369e+02
14,10,30,1.477081e+02
14,10,40,1.357664e+02
14,10,50,1.309719e+02
14,10,60,7.799031e+01
14,10,70,6.441648e+01
14,10,80,6.382237e+01
14,10,90,6.382237e+01
14,10,100,5.369531e+01
