funcid,dim,milestone,error
3,30,1,1.451807e+05
3,30,2,1.451807e+05
3,30,3,1.080331e+05
3,30,5,9.632292e+04
3,30,10,6.985200e+04
3,30,20,5.108631e+04
3,30,30,4.303142e+04
3,30,40,3.543870e+04
3,30,50,2.513888e+04
3,30,60,2.513888e+04
3,30,70,2.513888e+04
3,30,80,2.513888e+04
3,30,90,2.513888e+04
3,30,100,2.286742e+04
3,30,1,1.090234e+05
3,30,2,1.030750e+05
3,30,3,1.030750e+05
3,30,5,9.325133e+04
3,30,10,7.621834e+04
3,30,20,5.671876e+04
3,30,30,4.472766e+04
3,30,40,3.714650e+04
3,30,50,3.189869e+04
3,30,60,3.189869e+04
3,30,70,3.117410e+04
3,30,80,2.914329e+04
3,30,90,2.733927e+04
3,30,100,2.733927e+04
3,30,1,1.553685e+05
3,30,2,1.312262e+05
3,30,3,1.312262e+05
3,30,5,1.312262e+05
3,30,10,7.311582e+04
3,30,20,4.917596e+04
3,30,30,3.604590e+04
3,30,40,2.874091e+04
3,30,50,2.680472e+04
3,30,60,2.680472e+04
3,30,70,2.364783e+04
3,30,80,2.364783e+04
3,30,90,2.364783e+04
3,30,100,2.364783e+04
3,30,1,1.290615e+05
3,30,2,1.269831e+05
3,30,3,1.053523e+05
3,30,5,8.599176e+04
3,30,10,6.768508e+04
3,30,20,4.633355e+04
3,30,30,3.819313e+04
3,30,40,3.073174e+04
3,30,50,2.767786e+04
3,30,60,2.670477e+04
3,30,70,2.466519e+04
3,30,80,2.466519e+04
3,30,90,2.466519e+04
3,30,100,2.466519e+04
3,30,1,1.016307e+05
3,30,2,9.907479e+04
3,30,3,9.136460e+04
3,30,5,8.153490e+04
3,30,10,6.086430e+04
3,30,20,4.669191e+04
3,30,30,3.656759e+04
3,30,40,2.987940e+04
3,30,50,2.670476e+04
3,30,60,2.670405e+04
3,30,70,2.670405e+04
3,30,80,2.670405e+04
3,30,90,2.670405e+04
3,30,100,2.670405e+04
3,30,1,1.429391e+05
3,30,2,1.331379e+05
3,30,3,1.262503e+05
3,30,5,1.038664e+05
3,30,10,7.659496e+04
3,30,20,5.739410e+04
3,30,30,4.756676e+04
3,30,40,3.990368e+04
3,30,50,3.898469e+04
3,30,60,3.412767e+04
3,30,70,3.075343e+04
3,30,80,3.075343e+04
3,30,90,2.875257e+04
3,30,100,2.694716e+04
3,30,1,1.407844e+05
3,30,2,1.362370e+05
3,30,3,1.230678e+05
3,30,5,1.129361e+05
3,30,10,7.831820e+04
3,30,20,5.088392e+04
3,30,30,3.806009e+04
3,30,40,3.298276e+04
3,30,50,2.918729e+04
3,30,60,2.918729e+04
3,30,70,2.740527e+04
3,30,80,2.730188e+04
3,30,90,2.274119e+04
3,30,100,2.267235e+04
3,30,1,8.340312e+04
3,30,2,8.157381e+04
3,30,3,7.259995e+04
3,30,5,6.769189e+04
3,30,10,5.130999e+04
3,30,20,3.723591e+04
3,30,30,3.721869e+04
3,30,40,3.695293e+04
3,30,50,3.387665e+04
3,30,60,3.387665e+04
3,30,70,3.387665e+04
3,30,80,3.387665e+04
3,30,90,3.260332e+04
3,30,100,2.913719e+04
3,30,1,1.563314e+05
3,30,2,1.495179e+05
3,30,3,1.472061e+05
3,30,5,1.298248e+05
3,30,10,8.267734e+04
3,30,20,5.913740e+04
3,30,30,3.698651e+04
3,30,40,3.048720e+04
3,30,50,3.048720e+04
3,30,60,2.627901e+04
3,30,70,2.433048e+04
3,30,80,2.310036e+04
3,30,90,2.310036e+04
3,30,100,2.310036e+04
3,30,1,1.422667e+05
3,30,2,1.422667e+05
3,30,3,1.217701e+05
3,30,5,1.018364e+05
3,30,10,8.071937e+04
3,30,20,5.528046e+04
3,30,30,4.543668e+04
3,30,40,4.383990e+04
3,30,50,4.383990e+04
3,30,60,4.019574e+04
3,30,70,3.587986e+04
3,30,80,2.970170e+04
3,30,90,2.920156e+04
3,30,100,2.635030e+04
