funcid,dim,milestone,error
1,30,1,2.025531e+10
1,30,2,1.107177e+10
1,30,3,4.104825e+09
1,30,5,2.795666e+09
1,30,10,9.765112e+07
1,30,20,5.327943e+05
1,30,30,4.307232e+05
1,30,40,2.816458e+05
1,30,50,2.469568e+05
1,30,60,2.469568e+05
1,30,70,2.325993e+05
1,30,80,2.325993e+05
1,30,90,2.325993e+05
1,30,100,2.325993e+05
1,30,1,2.050769e+10
1,30,2,1.876453e+10
1,30,3,9.187707e+09
1,30,5,6.010949e+09
1,30,10,6.328827e+08
1,30,20,6.787800e+05
1,30,30,4.723005e+05
1,30,40,2.146781e+05
1,30,50,1.552244e+05
1,30,60,1.552244e+05
1,30,70,1.552244e+05
1,30,80,1.552244e+05
1,30,90,1.552244e+05
1,30,100,1.552244e+05
1,30,1,1.259756e+10
1,30,2,4.963127e+09
1,30,3,3.887893e+09
1,30,5,1.956411e+09
1,30,10,5.733523e+07
1,30,20,3.881334e+05
1,30,30,3.881334e+05
1,30,40,3.796219e+05
1,30,50,2.488292e+05
1,30,60,2.488292e+05
1,30,70,2.488292e+05
1,30,80,2.261772e+05
1,30,90,2.261772e+05
1,30,100,2.261772e+05
1,30,1,1.677485e+10
1,30,2,6.979668e+09
1,30,3,6.979668e+09
1,30,5,5.644075e+09
1,30,10,2.733253e+08
1,30,20,7.827758e+05
1,30,30,2.596804e+05
1,30,40,2.596804e+05
1,30,50,1.756400e+05
1,30,60,1.756400e+05
1,30,70,1.756400e+05
1,30,80,1.756400e+05
1,30,90,1.756400e+05
1,30,100,1.756400e+05
1,30,1,1.819405e+10
1,30,2,1.459577e+10
1,30,3,5.674586e+09
1,30,5,5.674586e+09
1,30,10,3.906980e+08
1,30,20,5.847722e+05
1,30,30,1.509395e+05
1,30,40,1.509395e+05
1,30,50,1.509395e+05
1,30,60,1.509395e+05
1,30,70,1.509395e+05
1,30,80,1.509395e+05
1,30,90,1.509395e+05
1,30,100,1.509395e+05
1,30,1,2.005110e+10
1,30,2,8.421136e+09
1,30,3,8.421136e+09
1,30,5,5.028431e+09
1,30,10,3.153130e+08
1,30,20,6.691596e+05
1,30,30,1.850029e+05
1,30,40,1.850029e+05
1,30,50,1.850029e+05
1,30,60,1.850029e+05
1,30,70,1.850029e+05
1,30,80,1.850029e+05
1,30,90,1.850029e+05
1,30,100,1.850029e+05
1,30,1,1.558271e+10
1,30,2,1.423799e+10
1,30,3,5.557115e+09
1,30,5,2.582806e+09
1,30,10,1.078366e+08
1,30,20,8.407230e+05
1,30,30,4.289873e+05
1,30,40,2.247618e+05
1,30,50,2.247618e+05
1,30,60,2.175548e+05
1,30,70,2.175548e+05
1,30,80,2.175548e+05
1,30,90,2.175548e+05
1,30,100,2.175548e+05
1,30,1,2.224847e+10
1,30,2,1.940099e+10
1,30,3,1.697613e+10
1,30,5,5.483024e+09
1,30,10,1.535147e+08
1,30,20,7.964302e+05
1,30,30,2.200619e+05
1,30,40,2.066735e+05
1,30,50,2.066735e+05
1,30,60,2.066735e+05
1,30,70,2.066735e+05
1,30,80,1.988474e+05
1,30,90,1.988474e+05
1,30,100,1.988474e+05
1,30,1,1.228503e+10
1,30,2,5.499708e+09
1,30,3,5.499708e+09
1,30,5,2.057298e+09
1,30,10,6.404383e+07
1,30,20,1.207256e+06
1,30,30,2.398814e+05
1,30,40,1.652532e+05
1,30,50,1.652532e+05
1,30,60,1.652532e+05
1,30,70,1.652532e+05
1,30,80,1.652532e+05
1,30,90,1.652532e+05
1,30,100,1.652532e+05
1,30,1,2.216187e+10
1,30,2,2.081911e+10
1,30,3,1.492064e+10
1,30,5,4.827307e+09
1,30,10,2.406162e+09
1,30,20,2.305460e+06
1,30,30,2.933153e+05
1,30,40,2.933153e+05
1,30,50,2.933153e+05
1,30,60,1.994923e+05
1,30,70,1.994923e+05
1,30,80,1.994923e+05
1,30,90,1.994923e+05
1,30,100,1.994923e+05
