funcid,dim,milestone,error
17,10,1,1.741348e+02
17,10,2,7.050557e+01
17,10,3,5.276073e+01
17,10,5,4.698782e+01
17,10,10,3.739614e+01
17,10,20,3.707808e+01
17,10,30,3.564583e+01
17,10,40,3.459201e+01
17,10,50,3.446294e+01
17,10,60,3.388962e+01
17,10,70,3.373003e+01
17,10,80,3.332583e+01
17,10,90,3.316218e+01
17,10,100,3.316196e+01
17,10,1,1.829827e+02
17,10,2,1.258178e+02
17,10,3,1.092335e+02
17,10,5,1.079328e+02
17,10,10,8.131641e+01
17,10,20,7.004868e+01
17,10,30,6.744002e+01
17,10,40,6.595240e+01
17,10,50,6.479971e+01
17,10,60,6.479971e+01
17,10,70,6.439615e+01
17,10,80,6.395123e+01
17,10,90,6.307122e+01
17,10,100,6.255636e+01
17,10,1,2.696946e+02
17,10,2,1.043614e+02
17,10,3,1.043614e+02
17,10,5,9.301463e+01
17,10,10,7.629421e+01
17,10,20,7.112476e+01
17,10,30,7.041565e+01
17,10,40,6.954047e+01
17,10,50,6.938950e+01
17,10,60,6.913040e+01
17,10,70,6.696430e+01
17,10,80,6.560093e+01
17,10,90,6.437196e+01
17,10,100,6.070437e+01
17,10,1,1.042033e+02
17,10,2,9.039245e+01
17,10,3,8.250607e+01
17,10,5,8.009662e+01
17,10,10,7.469510e+01
17,10,20,7.342123e+01
17,10,30,7.191201e+01
17,10,40,7.128893e+01
17,10,50,7.086074e+01
17,10,60,6.835118e+01
17,10,70,6.773017e+01
17,10,80,6.662877e+01
17,10,90,6.202574e+01
17,10,100,6.098839e+01
17,10,1,2.440648e+02
17,10,2,1.158468e+02
17,10,3,9.258622e+01
17,10,5,8.767594e+01
17,10,10,7.709926e+01
17,10,20,7.170011e+01
17,10,30,7.098936e+01
17,10,40,7.071212e+01
17,10,50,7.041667e+01
17,10,60,7.041440e+01
17,10,70,7.032744e+01
17,10,80,7.031956e+01
17,10,90,7.031956e+01
17,10,100,7.030984e+01
17,10,1,1.667812e+02
17,10,2,1.166749e+02
17,10,3,8.939088e+01
17,10,5,8.812619e+01
17,10,10,7.414717e+01
17,10,20,7.138966e+01
17,10,30,7.057313e+01
17,10,40,7.026083e+01
17,10,50,7.001591e+01
17,10,60,6.991624e+01
17,10,70,6.991624e+01
17,10,80,6.973860e+01
17,10,90,6.962418e+01
17,10,100,6.950839e+01
17,10,1,1.590716e+02
17,10,2,1.422501e+02
17,10,3,8.044414e+01
17,10,5,7.259237e+01
17,10,10,6.595683e+01
17,10,20,6.045830e+01
17,10,30,5.753040e+01
17,10,40,5.296781e+01
17,10,50,5.196530e+01
17,10,60,5.149345e+01
17,10,70,5.131627e+01
17,10,80,4.826399e+01
17,10,90,4.791793e+01
17,10,100,4.771805e+01
17,10,1,1.601224e+02
17,10,2,7.003921e+01
17,10,3,5.600484e+01
17,10,5,5.348367e+01
17,10,10,4.922192e+01
17,10,20,4.479624e+01
17,10,30,3.647670e+01
17,10,40,3.435280e+01
17,10,50,3.199605e+01
17,10,60,3.092405e+01
17,10,70,3.011951e+01
17,10,80,2.950807e+01
17,10,90,2.926106e+01
17,10,100,2.911701e+01
17,10,1,9.165294e+01
17,10,2,9.165294e+01
17,10,3,9.165294e+01
17,10,5,9.165294e+01
17,10,10,9.165294e+01
17,10,20,6.302777e+01
17,10,30,6.065636e+01
17,10,40,6.061796e+01
17,10,50,6.057582e+01
17,10,60,6.006256e+01
17,10,70,6.000060e+01
17,10,80,5.948347e+01
17,10,90,5.932981e+01
17,10,100,5.871548e+01
17,10,1,1.848516e+02
17,10,2,9.226558e+01
17,10,3,7.902940e+01
17,10,5,7.492302e+01
17,10,10,6.921438e+01
17,10,20,6.747093e+01
17,10,30,6.739083e+01
17,10,40,6.739083e+01
17,10,50,6.647637e+01
17,10,60,6.644728e+01
17,10,70,6.644728e+01
17,10,80,6.546606e+01
17,10,90,6.525641e+01
17,10,100,6.463455e+01
