funcid,dim,milestone,error
30,10,1,2.508774e+07
30,10,2,9.470580e+06
30,10,3,6.697044e+06
30,10,5,5.569188e+06
30,10,10,1.375689e+06
30,10,20,7.525394e+05
30,10,30,4.259488e+05
30,10,40,2.965741e+05
30,10,50,2.168561e+05
30,10,60,1.736762e+05
30,10,70,1.283748e+05
30,10,80,1.039400e+05
30,10,90,8.935072e+04
30,10,100,8.708428e+04
30,10,1,2.912416e+07
30,10,2,1.538713e+07
30,10,3,1.338499e+07
30,10,5,1.207628e+07
30,10,10,2.073778e+05
30,10,20,1.445445e+05
30,10,30,1.273723e+05
30,10,40,1.121319e+05
30,10,50,9.692666e+04
30,10,60,8.789452e+04
30,10,70,8.196578e+04
30,10,80,7.584537e+04
30,10,90,7.005708e+04
30,10,100,6.466485e+04
30,10,1,7.602525e+06
30,10,2,4.395683e+06
30,10,3,4.395683e+06
30,10,5,4.232755e+06
30,10,10,1.478152e+06
30,10,20,9.773457e+05
30,10,30,4.223623e+05
30,10,40,2.864810e+05
30,10,50,1.562035e+05
30,10,60,3.202575e+04
30,10,70,2.849723e+04
30,10,80,2.681166e+04
30,10,90,2.523947e+04
30,10,100,2.341455e+04
30,10,1,2.852878e+07
30,10,2,2.852878e+07
30,10,3,2.852878e+07
30,10,5,2.768866e+07
30,10,10,1.037408e+07
30,10,20,6.833831e+05
30,10,30,3.583039e+05
30,10,40,2.590274e+05
30,10,50,2.126225e+05
30,10,60,1.946883e+05
30,10,70,1.819540e+05
30,10,80,1.562252e+05
30,10,90,1.243972e+05
30,10,100,1.155789e+05
30,10,1,9.354155e+06
30,10,2,6.165827e+06
30,10,3,6.165827e+06
30,10,5,6.090792e+06
30,10,10,4.537127e+06
30,10,20,3.395316e+06
30,10,30,2.727860e+06
30,10,40,2.502867e+06
30,10,50,2.423015e+06
30,10,60,2.397277e+06
30,10,70,2.363141e+06
30,10,80,2.345504e+06
30,10,90,1.891443e+06
30,10,100,1.864111e+06
30,10,1,1.402545e+07
30,10,2,1.402545e+07
30,10,3,1.386175e+07
30,10,5,1.362151e+07
30,10,10,9.000258e+06
30,10,20,3.280172e+06
30,10,30,3.276967e+06
30,10,40,3.162949e+06
30,10,50,3.153194e+06
30,10,60,2.763882e+06
30,10,70,2.734517e+06
30,10,80,1.684504e+06
30,10,90,1.345449e+06
30,10,100,1.221183e+06
30,10,1,1.122310e+07
30,10,2,1.034566e+07
30,10,3,1.034566e+07
30,10,5,1.026632e+07
30,10,10,2.697747e+06
30,10,20,2.697747e+06
30,10,30,2.695423e+06
30,10,40,2.689415e+06
30,10,50,2.662666e+06
30,10,60,2.655825e+06
30,10,70,2.655091e+06
30,10,80,1.984168e+06
30,10,90,1.958572e+06
30,10,100,1.871776e+06
30,10,1,7.518342e+06
30,10,2,7.518342e+06
30,10,3,7.104149e+06
30,10,5,7.072356e+06
30,10,10,5.589854e+06
30,10,20,4.213563e+06
30,10,30,3.427289e+06
30,10,40,2.475100e+06
30,10,50,1.065454e+06
30,10,60,3.162674e+05
30,10,70,1.117334e+04
30,10,80,2.772438e+03
30,10,90,2.768546e+03
30,10,100,2.766935e+03
30,10,1,2.779380e+06
30,10,2,2.779380e+06
30,10,3,1.470246e+06
30,10,5,1.385874e+06
30,10,10,7.722636e+04
30,10,20,6.740306e+04
30,10,30,6.202503e+04
30,10,40,5.141494e+04
30,10,50,4.764497e+04
30,10,60,4.494699e+04
30,10,70,4.315565e+04
30,10,80,4.094911e+04
30,10,90,3.888671e+04
30,10,100,3.689192e+04
30,10,1,1.275218e+07
30,10,2,1.275218e+07
30,10,3,1.275218e+07
30,10,5,1.255309e+07
30,10,10,1.237416e+07
30,10,20,5.556492e+06
30,10,30,2.957366e+06
30,10,40,2.730748e+06
30,10,50,2.626645e+06
30,10,60,2.480567e+06
30,10,70,2.342933e+06
30,10,80,2.230638e+06
30,10,90,2.084424e+06
30,10,100,1.940087e+06
