funcid,dim,milestone,error
26,10,1,1.945255e+03
26,10,2,1.656581e+03
26,10,3,1.622732e+03
26,10,5,1.610192e+03
26,10,10,1.438765e+03
26,10,20,1.125474e+03
26,10,30,7.444420e+02
26,10,40,7.426427e+02
26,10,50,7.298830e+02
26,10,60,4.748130e+02
26,10,70,3.181900e+02
26,10,80,3.000521e+02
26,10,90,3.000149e+02
26,10,100,3.000115e+02
26,10,1,1.623555e+03
26,10,2,1.454185e+03
26,10,3,1.332642e+03
26,10,5,1.269938e+03
26,10,10,1.252050e+03
26,10,20,7.523311e+02
26,10,30,3.687580e+02
26,10,40,3.159617e+02
26,10,50,3.000145e+02
26,10,60,3.000145e+02
26,10,70,3.000099e+02
26,10,80,3.000099e+02
26,10,90,3.000093e+02
26,10,100,3.000093e+02
26,10,1,1.242820e+03
26,10,2,1.188047e+03
26,10,3,1.151934e+03
26,10,5,1.149239e+03
26,10,10,7.130545e+02
26,10,20,6.163881e+02
26,10,30,6.101317e+02
26,10,40,6.026297e+02
26,10,50,5.398062e+02
26,10,60,4.344983e+02
26,10,70,3.864810e+02
26,10,80,3.857178e+02
26,10,90,3.336441e+02
26,10,100,3.010391e+02
26,10,1,1.859889e+03
26,10,2,1.661065e+03
26,10,3,1.619555e+03
26,10,5,1.600027e+03
26,10,10,1.370606e+03
26,10,20,1.362452e+03
26,10,30,1.357546e+03
26,10,40,1.353200e+03
26,10,50,1.348705e+03
26,10,60,1.345132e+03
26,10,70,1.342084e+03
26,10,80,1.339450e+03
26,10,90,1.336923e+03
26,10,100,1.334905e+03
26,10,1,1.833590e+03
26,10,2,1.764248e+03
26,10,3,1.764248e+03
26,10,5,1.764248e+03
26,10,10,1.764248e+03
26,10,20,1.455210e+03
26,10,30,1.432083e+03
26,10,40,1.054639e+03
26,10,50,6.288763e+02
26,10,60,5.171252e+02
26,10,70,5.154629e+02
26,10,80,5.134949e+02
26,10,90,4.498594e+02
26,10,100,3.647793e+02
26,10,1,1.814883e+03
26,10,2,1.663016e+03
26,10,3,1.622335e+03
26,10,5,1.612163e+03
26,10,10,1.432971e+03
26,10,20,1.427349e+03
26,10,30,1.421601e+03
26,10,40,1.416588e+03
26,10,50,1.412037e+03
26,10,60,1.406896e+03
26,10,70,1.402496e+03
26,10,80,1.398112e+03
26,10,90,1.394474e+03
26,10,100,1.390616e+03
26,10,1,1.592828e+03
26,10,2,1.309431e+03
26,10,3,1.261416e+03
26,10,5,1.249929e+03
26,10,10,9.166593e+02
26,10,20,8.039999e+02
26,10,30,8.030419e+02
26,10,40,8.027278e+02
26,10,50,6.982608e+02
26,10,60,6.038091e+02
26,10,70,5.846672e+02
26,10,80,4.158887e+02
26,10,90,4.015153e+02
26,10,100,4.015120e+02
26,10,1,1.782458e+03
26,10,2,1.594799e+03
26,10,3,1.594799e+03
26,10,5,1.594799e+03
26,10,10,1.326468e+03
26,10,20,1.313927e+03
26,10,30,1.300398e+03
26,10,40,1.290134e+03
26,10,50,1.278526e+03
26,10,60,1.267977e+03
26,10,70,1.260276e+03
26,10,80,1.253478e+03
26,10,90,1.246296e+03
26,10,100,1.240571e+03
26,10,1,9.651541e+02
26,10,2,8.551553e+02
26,10,3,8.160874e+02
26,10,5,7.508629e+02
26,10,10,7.414177e+02
26,10,20,7.345795e+02
26,10,30,6.872072e+02
26,10,40,5.604087e+02
26,10,50,5.470952e+02
26,10,60,5.452883e+02
26,10,70,4.406938e+02
26,10,80,4.276635e+02
26,10,90,4.276548e+02
26,10,100,4.276547e+02
26,10,1,1.057735e+03
26,10,2,7.875900e+02
26,10,3,7.670778e+02
26,10,5,7.613391e+02
26,10,10,5.656893e+02
26,10,20,3.932324e+02
26,10,30,3.598236e+02
26,10,40,3.593423e+02
26,10,50,3.593414e+02
26,10,60,3.593413e+02
26,10,70,3.593413e+02
26,10,80,3.593413e+02
26,10,90,3.593413e+02
26,10,100,3.593413e+02
