funcid,dim,milestone,error
16,10,1,5.595123e+02
16,10,2,3.635088e+02
16,10,3,3.490501e+02
16,10,5,3.461750e+02
16,10,10,3.267481e+02
16,10,20,2.345714e+02
16,10,30,1.445668e+02
16,10,40,1.369467e+02
16,10,50,1.328069e+02
16,10,60,1.305339e+02
16,10,70,1.293821e+02
16,10,80,1.289404e+02
16,10,90,1.284541e+02
16,10,100,1.280568e+02
16,10,1,4.870364e+02
16,10,2,2.340783e+02
16,10,3,2.237789e+02
16,10,5,2.217205e+02
16,10,10,2.059209e+02
16,10,20,1.742491e+02
16,10,30,1.478672e+02
16,10,40,1.353978e+02
16,10,50,1.296414e+02
16,10,60,1.280309e+02
16,10,70,1.272361e+02
16,10,80,1.268722e+02
16,10,90,1.264860e+02
16,10,100,1.213967e+02
16,10,1,3.194700e+02
16,10,2,2.919139e+02
16,10,3,2.441126e+02
16,10,5,2.418180e+02
16,10,10,2.328985e+02
16,10,20,2.177350e+02
16,10,30,2.057280e+02
16,10,40,1.930804e+02
16,10,50,1.835168e+02
16,10,60,1.723922e+02
16,10,70,1.628926e+02
16,10,80,1.588173e+02
16,10,90,1.543706e+02
16,10,100,1.516697e+02
16,10,1,6.106927e+02
16,10,2,3.687819e+02
16,10,3,3.068700e+02
16,10,5,3.011306e+02
16,10,10,2.572540e+02
16,10,20,2.326894e+02
16,10,30,1.995074e+02
16,10,40,1.732436e+02
16,10,50,1.545420e+02
16,10,60,1.498942e+02
16,10,70,1.477976e+02
16,10,80,1.458238e+02
16,10,90,1.445992e+02
16,10,100,1.439102e+02
16,10,1,2.718482e+02
16,10,2,1.237709e+02
16,10,3,1.119774e+02
16,10,5,9.800060e+01
16,10,10,7.319747e+01
16,10,20,5.784772e+01
16,10,30,5.267800e+01
16,10,40,3.772033e+01
16,10,50,3.772033e+01
16,10,60,3.389787e+01
16,10,70,2.297672e+01
16,10,80,1.962028e+01
16,10,90,1.477318e+01
16,10,100,1.232162e+01
16,10,1,5.825540e+02
16,10,2,4.515707e+02
16,10,3,4.515707e+02
16,10,5,4.515707e+02
16,10,10,4.515707e+02
16,10,20,3.521744e+02
16,10,30,3.098258e+02
16,10,40,2.991136e+02
16,10,50,2.867342e+02
16,10,60,2.795486e+02
16,10,70,2.724869e+02
16,10,80,2.680122e+02
16,10,90,2.659228e+02
16,10,100,2.643718e+02
16,10,1,1.688197e+02
16,10,2,1.688197e+02
16,10,3,1.688197e+02
16,10,5,1.688197e+02
16,10,10,1.647476e+02
16,10,20,5.239335e+01
16,10,30,3.938179e+01
16,10,40,3.621841e+01
16,10,50,3.368803e+01
16,10,60,2.860046e+01
16,10,70,2.613924e+01
16,10,80,2.485622e+01
16,10,90,2.317631e+01
16,10,100,2.199872e+01
16,10,1,3.950019e+02
16,10,2,3.950019e+02
16,10,3,3.950019e+02
16,10,5,3.950019e+02
16,10,10,3.944319e+02
16,10,20,2.644289e+02
16,10,30,2.557481e+02
16,10,40,2.547521e+02
16,10,50,2.541145e+02
16,10,60,2.534158e+02
16,10,70,2.528833e+02
16,10,80,2.523744e+02
16,10,90,2.517934e+02
16,10,100,2.514256e+02
16,10,1,2.592824e+02
16,10,2,2.592824e+02
16,10,3,2.592824e+02
16,10,5,2.592824e+02
16,10,10,2.561806e+02
16,10,20,2.385903e+02
16,10,30,2.376981e+02
16,10,40,2.143100e+01
16,10,50,1.771800e+01
16,10,60,1.584039e+01
16,10,70,1.504412e+01
16,10,80,1.428535e+01
16,10,90,1.384752e+01
16,10,100,1.352510e+01
16,10,1,6.408439e+02
16,10,2,6.408439e+02
16,10,3,6.408439e+02
16,10,5,5.342228e+02
16,10,10,4.110891e+02
16,10,20,3.873704e+02
16,10,30,3.793652e+02
16,10,40,3.764857e+02
16,10,50,3.744644e+02
16,10,60,1.793573e+02
16,10,70,1.793573e+02
16,10,80,1.788606e+02
16,10,90,1.339529e+01
16,10,100,8.583547e+00
