funcid,dim,milestone,error
11,10,1,9.340508e+03
11,10,2,7.522142e+03
11,10,3,7.522142e+03
11,10,5,7.508974e+03
11,10,10,8.570511e+02
11,10,20,1.654277e+02
11,10,30,1.171693e+02
11,10,40,9.277109e+01
11,10,50,7.116054e+01
11,10,60,5.999457e+01
11,10,70,5.598965e+01
11,10,80,5.564276e+01
11,10,90,5.560382e+01
11,10,100,5.558122e+01
11,10,1,3.524254e+03
11,10,2,2.731317e+03
11,10,3,2.731317e+03
11,10,5,2.731317e+03
11,10,10,6.691622e+02
11,10,20,5.193476e+01
11,10,30,4.278844e+01
11,10,40,4.277551e+01
11,10,50,4.277205e+01
11,10,60,4.276726e+01
11,10,70,4.276290e+01
11,10,80,4.276038e+01
11,10,90,4.275719e+01
11,10,100,4.275386e+01
11,10,1,2.088515e+03
11,10,2,1.566009e+03
11,10,3,1.507895e+03
11,10,5,1.499207e+03
11,10,10,2.932027e+02
11,10,20,1.843499e+02
11,10,30,1.774570e+02
11,10,40,1.728760e+02
11,10,50,1.677834e+02
11,10,60,1.613378e+02
11,10,70,1.535372e+02
11,10,80,1.452388e+02
11,10,90,1.379340e+02
11,10,100,1.298492e+02
11,10,1,8.796200e+03
11,10,2,6.598430e+03
11,10,3,6.365292e+03
11,10,5,6.319242e+03
11,10,10,3.987860e+02
11,10,20,2.097799e+02
11,10,30,1.940288e+02
11,10,40,1.885502e+02
11,10,50,1.831022e+02
11,10,60,1.776447e+02
11,10,70,1.725216e+02
11,10,80,1.656314e+02
11,10,90,1.587920e+02
11,10,100,1.517295e+02
11,10,1,5.429470e+03
11,10,2,3.692991e+03
11,10,3,3.649275e+03
11,10,5,3.593077e+03
11,10,10,3.933289e+02
11,10,20,2.707880e+01
11,10,30,2.488442e+01
11,10,40,2.488308e+01
11,10,50,2.488114e+01
11,10,60,2.488022e+01
11,10,70,2.487954e+01
11,10,80,2.487769e+01
11,10,90,2.487600e+01
11,10,100,2.487428e+01
11,10,1,9.333902e+02
11,10,2,7.381545e+02
11,10,3,6.838469e+02
11,10,5,6.727409e+02
11,10,10,3.958490e+02
11,10,20,2.623878e+02
11,10,30,2.416205e+02
11,10,40,2.322286e+02
11,10,50,2.277560e+02
11,10,60,2.229375e+02
11,10,70,2.186242e+02
11,10,80,2.131980e+02
11,10,90,2.086510e+02
11,10,100,2.040671e+02
11,10,1,5.601573e+03
11,10,2,4.028085e+03
11,10,3,3.816129e+03
11,10,5,3.813835e+03
11,10,10,2.479568e+02
11,10,20,9.632644e+01
11,10,30,7.092664e+01
11,10,40,7.087103e+01
11,10,50,7.087020e+01
11,10,60,7.086874e+01
11,10,70,7.086741e+01
11,10,80,7.086543e+01
11,10,90,7.086454e+01
11,10,100,7.086183e+01
11,10,1,2.970873e+03
11,10,2,2.278371e+03
11,10,3,2.124260e+03
11,10,5,2.100879e+03
11,10,10,2.869861e+02
11,10,20,1.809536e+01
11,10,30,1.090135e+01
11,10,40,1.067636e+01
11,10,50,1.066764e+01
11,10,60,1.066754e+01
11,10,70,1.066733e+01
11,10,80,1.066733e+01
11,10,90,1.066733e+01
11,10,100,1.066733e+01
11,10,1,4.253192e+03
11,10,2,3.888467e+03
11,10,3,3.393363e+03
11,10,5,3.344323e+03
11,10,10,3.226024e+02
11,10,20,1.214339e+02
11,10,30,8.783754e+01
11,10,40,6.037245e+01
11,10,50,4.986759e+01
11,10,60,4.732875e+01
11,10,70,4.704462e+01
11,10,80,4.702880e+01
11,10,90,4.701911e+01
11,10,100,4.701520e+01
11,10,1,2.278535e+03
11,10,2,2.278535e+03
11,10,3,2.230700e+03
11,10,5,2.221946e+03
11,10,10,1.416811e+02
11,10,20,1.704690e+01
11,10,30,1.574638e+01
11,10,40,1.574425e+01
11,10,50,1.574395e+01
11,10,60,1.574337e+01
11,10,70,1.574317e+01
11,10,80,1.574294e+01
11,10,90,1.574294e+01
11,10,100,1.574294e+01
