funcid,dim,milestone,error
18,30,1,2.156385e+07
18,30,2,2.115048e+07
18,30,3,1.600887e+07
18,30,5,1.451433e+07
18,30,10,7.566998e+06
18,30,20,4.346760e+05
18,30,30,4.046402e+05
18,30,40,3.595489e+05
18,30,50,2.352845e+05
18,30,60,2.167735e+05
18,30,70,1.618652e+05
18,30,80,1.527840e+05
18,30,90,1.500499e+05
18,30,100,1.424354e+05
18,30,1,5.141927e+07
18,30,2,2.981758e+07
18,30,3,1.915459e+07
18,30,5,1.198856e+07
18,30,10,4.927963e+06
18,30,20,1.376395e+06
18,30,30,8.179566e+05
18,30,40,5.557833e+05
18,30,50,4.216813e+05
18,30,60,3.895499e+05
18,30,70,3.456964e+05
18,30,80,2.536317e+05
18,30,90,2.361965e+05
18,30,100,2.282373e+05
18,30,1,1.955190e+06
18,30,2,1.930041e+06
18,30,3,1.772266e+06
18,30,5,1.668871e+06
18,30,10,8.367521e+05
18,30,20,6.239625e+05
18,30,30,4.273678e+05
18,30,40,3.969700e+05
18,30,50,2.470402e+05
18,30,60,2.044154e+05
18,30,70,1.919959e+05
18,30,80,1.743509e+05
18,30,90,1.541471e+05
18,30,100,1.308071e+05
18,30,1,1.115242e+06
18,30,2,1.072359e+06
18,30,3,1.061071e+06
18,30,5,1.045848e+06
18,30,10,7.726221e+05
18,30,20,4.058744e+05
18,30,30,3.198366e+05
18,30,40,1.963283e+05
18,30,50,1.788913e+05
18,30,60,1.725037e+05
18,30,70,1.642012e+05
18,30,80,1.627554e+05
18,30,90,1.576144e+05
18,30,100,1.517714e+05
18,30,1,2.780805e+06
18,30,2,2.694391e+06
18,30,3,1.615494e+06
18,30,5,1.304607e+06
18,30,10,1.054398e+06
18,30,20,7.374238e+05
18,30,30,5.173419e+05
18,30,40,3.871082e+05
18,30,50,3.398350e+05
18,30,60,2.519326e+05
18,30,70,2.083605e+05
18,30,80,1.743953e+05
18,30,90,1.214789e+05
18,30,100,1.165468e+05
18,30,1,1.897150e+06
18,30,2,1.846290e+06
18,30,3,1.808959e+06
18,30,5,1.462500e+06
18,30,10,9.955317e+05
18,30,20,5.857273e+05
18,30,30,2.369436e+05
18,30,40,1.057774e+05
18,30,50,6.769283e+04
18,30,60,4.585818e+04
18,30,70,2.502366e+04
18,30,80,2.491615e+04
18,30,90,2.421631e+04
18,30,100,2.389390e+04
18,30,1,5.644319e+06
18,30,2,5.162466e+06
18,30,3,4.476411e+06
18,30,5,2.593609e+06
18,30,10,1.093218e+06
18,30,20,7.309044e+05
18,30,30,2.669181e+05
18,30,40,1.580145e+05
18,30,50,1.311518e+05
18,30,60,1.268744e+05
18,30,70,1.182908e+05
18,30,80,1.115828e+05
18,30,90,1.082935e+05
18,30,100,1.067892e+05
18,30,1,6.489566e+05
18,30,2,6.088354e+05
18,30,3,5.777499e+05
18,30,5,4.481469e+05
18,30,10,3.942401e+05
18,30,20,1.781682e+05
18,30,30,1.184334e+05
18,30,40,1.141186e+05
18,30,50,1.080639e+05
18,30,60,1.040259e+05
18,30,70,1.031073e+05
18,30,80,9.553757e+04
18,30,90,9.552116e+04
18,30,100,9.476983e+04
18,30,1,5.695503e+07
18,30,2,5.665099e+07
18,30,3,1.637527e+07
18,30,5,1.088606e+07
18,30,10,5.813435e+06
18,30,20,1.423744e+06
18,30,30,6.669523e+05
18,30,40,5.369740e+05
18,30,50,4.521147e+05
18,30,60,3.753506e+05
18,30,70,3.150743e+05
18,30,80,2.066807e+05
18,30,90,1.896333e+05
18,30,100,1.868425e+05
18,30,1,2.089346e+07
18,30,2,2.064956e+07
18,30,3,1.781259e+07
18,30,5,5.064170e+06
18,30,10,1.552962e+06
18,30,20,2.541446e+05
18,30,30,2.327836e+05
18,30,40,2.029015e+05
18,30,50,1.748495e+05
18,30,60,1.612817e+05
18,30,70,1.488314e+05
18,30,80,1.360497e+05
18,30,90,1.355371e+05
18,30,100,1.323279e+05
