funcid,dim,milestone,error
11,30,1,7.207587e+03
11,30,2,7.179734e+03
11,30,3,3.628100e+03
11,30,5,2.049899e+03
11,30,10,1.387046e+03
11,30,20,4.901843e+02
11,30,30,4.171757e+02
11,30,40,3.783688e+02
11,30,50,3.554703e+02
11,30,60,3.282691e+02
11,30,70,3.203875e+02
11,30,80,3.044687e+02
11,30,90,2.921151e+02
11,30,100,2.866739e+02
11,30,1,3.856443e+03
11,30,2,3.831968e+03
11,30,3,2.148225e+03
11,30,5,1.354563e+03
11,30,10,1.026634e+03
11,30,20,7.257638e+02
11,30,30,6.272078e+02
11,30,40,5.299873e+02
11,30,50,4.896069e+02
11,30,60,4.175870e+02
11,30,70,3.845374e+02
11,30,80,3.665243e+02
11,30,90,3.558959e+02
11,30,100,3.304080e+02
11,30,1,4.778924e+03
11,30,2,4.737467e+03
11,30,3,2.944517e+03
11,30,5,2.072082e+03
11,30,10,1.749682e+03
11,30,20,8.395286e+02
11,30,30,7.005557e+02
11,30,40,5.566964e+02
11,30,50,4.740581e+02
11,30,60,4.354033e+02
11,30,70,4.064936e+02
11,30,80,3.768769e+02
11,30,90,3.567445e+02
11,30,100,3.401668e+02
11,30,1,5.315453e+03
11,30,2,5.289684e+03
11,30,3,3.063386e+03
11,30,5,2.222933e+03
11,30,10,1.459037e+03
11,30,20,6.749643e+02
11,30,30,5.453167e+02
11,30,40,4.626487e+02
11,30,50,4.229255e+02
11,30,60,3.893898e+02
11,30,70,3.585882e+02
11,30,80,3.428643e+02
11,30,90,3.262387e+02
11,30,100,3.132519e+02
11,30,1,6.188286e+03
11,30,2,6.136091e+03
11,30,3,3.704838e+03
11,30,5,2.941745e+03
11,30,10,1.916716e+03
11,30,20,7.378598e+02
11,30,30,5.478404e+02
11,30,40,4.766696e+02
11,30,50,4.443819e+02
11,30,60,4.173982e+02
11,30,70,3.833382e+02
11,30,80,3.312299e+02
11,30,90,3.175882e+02
11,30,100,2.921783e+02
11,30,1,9.258095e+03
11,30,2,9.226761e+03
11,30,3,2.028316e+03
11,30,5,1.441580e+03
11,30,10,1.258657e+03
11,30,20,7.306752e+02
11,30,30,5.736279e+02
11,30,40,5.224362e+02
11,30,50,4.224293e+02
11,30,60,3.765018e+02
11,30,70,3.500716e+02
11,30,80,3.302118e+02
11,30,90,3.210881e+02
11,30,100,3.039263e+02
11,30,1,3.705274e+03
11,30,2,3.683194e+03
11,30,3,3.134121e+03
11,30,5,1.694172e+03
11,30,10,9.511842e+02
11,30,20,6.020565e+02
11,30,30,4.817508e+02
11,30,40,4.325307e+02
11,30,50,3.859044e+02
11,30,60,3.662238e+02
11,30,70,3.493297e+02
11,30,80,3.296335e+02
11,30,90,3.150158e+02
11,30,100,2.873726e+02
11,30,1,8.478098e+03
11,30,2,8.442995e+03
11,30,3,3.297476e+03
11,30,5,1.535325e+03
11,30,10,7.419394e+02
11,30,20,4.554232e+02
11,30,30,4.047717e+02
11,30,40,3.668788e+02
11,30,50,3.603517e+02
11,30,60,3.300695e+02
11,30,70,3.215478e+02
11,30,80,2.996520e+02
11,30,90,2.941827e+02
11,30,100,2.884210e+02
11,30,1,7.998692e+03
11,30,2,7.984714e+03
11,30,3,4.252828e+03
11,30,5,3.363625e+03
11,30,10,1.634152e+03
11,30,20,6.823843e+02
11,30,30,5.867838e+02
11,30,40,5.073364e+02
11,30,50,4.943192e+02
11,30,60,4.474351e+02
11,30,70,3.836428e+02
11,30,80,3.379699e+02
11,30,90,3.210256e+02
11,30,100,3.128989e+02
11,30,1,5.698488e+03
11,30,2,5.676241e+03
11,30,3,3.348173e+03
11,30,5,2.518678e+03
11,30,10,1.486104e+03
11,30,20,7.251422e+02
11,30,30,5.111185e+02
11,30,40,4.502616e+02
11,30,50,4.007175e+02
11,30,60,3.614142e+02
11,30,70,3.380428e+02
11,30,80,3.044377e+02
11,30,90,2.941825e+02
11,30,100,2.859428e+02
