funcid,dim,milestone,error
8,10,1,5.626315e+01
8,10,2,4.462852e+01
8,10,3,3.807811e+01
8,10,5,3.702076e+01
8,10,10,1.350622e+01
8,10,20,6.570604e+00
8,10,30,5.374344e+00
8,10,40,4.234830e+00
8,10,50,4.019890e+00
8,10,60,3.992645e+00
8,10,70,3.987196e+00
8,10,80,3.982232e+00
8,10,90,3.982232e+00
8,10,100,3.981838e+00
8,10,1,5.635480e+01
8,10,2,3.084978e+01
8,10,3,2.716593e+01
8,10,5,2.599444e+01
8,10,10,1.364419e+01
8,10,20,1.169327e+01
8,10,30,1.095787e+01
8,10,40,1.094588e+01
8,10,50,1.094554e+01
8,10,60,1.094534e+01
8,10,70,1.094534e+01
8,10,80,1.094534e+01
8,10,90,1.094534e+01
8,10,100,1.094534e+01
8,10,1,3.629558e+01
8,10,2,3.602136e+01
8,10,3,3.318856e+01
8,10,5,3.049066e+01
8,10,10,1.032286e+01
8,10,20,3.104621e+00
8,10,30,3.019870e+00
8,10,40,2.990097e+00
8,10,50,2.988815e+00
8,10,60,2.988590e+00
8,10,70,2.988108e+00
8,10,80,2.987392e+00
8,10,90,2.987392e+00
8,10,100,2.987392e+00
8,10,1,4.465851e+01
8,10,2,3.679942e+01
8,10,3,1.754964e+01
8,10,5,1.754964e+01
8,10,10,1.171373e+01
8,10,20,8.537308e+00
8,10,30,7.999576e+00
8,10,40,7.981225e+00
8,10,50,7.977189e+00
8,10,60,7.973909e+00
8,10,70,7.973818e+00
8,10,80,7.973818e+00
8,10,90,7.973441e+00
8,10,100,7.969277e+00
8,10,1,5.822649e+01
8,10,2,3.049144e+01
8,10,3,2.800993e+01
8,10,5,2.649879e+01
8,10,10,1.187879e+01
8,10,20,5.245187e+00
8,10,30,4.304528e+00
8,10,40,4.081019e+00
8,10,50,4.069159e+00
8,10,60,3.998213e+00
8,10,70,3.988988e+00
8,10,80,3.988813e+00
8,10,90,3.985451e+00
8,10,100,3.984219e+00
8,10,1,6.274474e+01
8,10,2,5.561887e+01
8,10,3,4.740739e+01
8,10,5,4.483955e+01
8,10,10,2.666606e+01
8,10,20,1.375277e+01
8,10,30,1.125521e+01
8,10,40,1.121083e+01
8,10,50,1.103626e+01
8,10,60,1.097021e+01
8,10,70,1.095867e+01
8,10,80,1.095697e+01
8,10,90,1.094988e+01
8,10,100,1.094988e+01
8,10,1,6.153934e+01
8,10,2,3.446150e+01
8,10,3,2.702463e+01
8,10,5,2.628372e+01
8,10,10,9.944586e+00
8,10,20,6.427541e+00
8,10,30,5.999132e+00
8,10,40,5.971940e+00
8,10,50,5.971831e+00
8,10,60,5.971689e+00
8,10,70,5.971521e+00
8,10,80,5.971521e+00
8,10,90,5.970435e+00
8,10,100,5.970326e+00
8,10,1,5.725640e+01
8,10,2,4.564481e+01
8,10,3,3.888937e+01
8,10,5,3.625975e+01
8,10,10,1.063066e+01
8,10,20,7.019330e+00
8,10,30,6.971037e+00
8,10,40,6.968501e+00
8,10,50,6.966653e+00
8,10,60,6.966392e+00
8,10,70,6.966392e+00
8,10,80,6.965487e+00
8,10,90,6.965181e+00
8,10,100,6.965181e+00
8,10,1,6.942840e+01
8,10,2,4.250409e+01
8,10,3,4.146587e+01
8,10,5,4.139135e+01
8,10,10,3.076853e+01
8,10,20,2.695565e+01
8,10,30,2.557448e+01
8,10,40,1.954547e+01
8,10,50,1.323852e+01
8,10,60,1.081750e+01
8,10,70,1.037732e+01
8,10,80,1.018052e+01
8,10,90,1.001512e+01
8,10,100,1.001082e+01
8,10,1,5.988064e+01
8,10,2,3.909101e+01
8,10,3,3.909101e+01
8,10,5,3.909101e+01
8,10,10,3.523846e+01
8,10,20,1.576166e+01
8,10,30,9.755797e+00
8,10,40,8.200384e+00
8,10,50,8.181477e+00
8,10,60,7.086394e+00
8,10,70,6.649461e+00
8,10,80,6.274511e+00
8,10,90,6.090713e+00
8,10,100,6.037220e+00
